source_journal_name,target_journal_name,source_count,target_count,group_total_count,confidence,reason,generated_date
Journal of Experimental Psychology: Applied | Pure (University of Bath),Journal of Experimental Psychology: Applied,1,898,899,high,same_issn_repository_source_suffix,2026-05-12
International Journal of Electronics and Telecommunications | Electronics and Telecommunications Committee of Polish Academy of Sciences - International Journal of Electronics and Telecommunications,International Journal of Electronics and Telecommunications,1,1295,1296,high,same_issn_repository_source_suffix,2026-05-12
Zaguan (University of Zaragoza Repository) | Journal of Environmental Chemical Engineering | DIGITAL.CSIC (Spanish National Research Council (CSIC)),Journal of Environmental Chemical Engineering,1,5717,5718,high,same_issn_repository_source_suffix,2026-05-12
Environment and Planning A: Economy and Space | OpenDocs (Institute of Development Studies),Environment and Planning A: Economy and Space,1,1235,1236,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | IUBMB Life | PubMed | Europe PMC (PubMed Central),IUBMB Life,1,4267,4268,high,same_issn_repository_source_suffix,2026-05-12
ChemSystemsChem | Repository for Publications and Research Data (ETH Zurich),ChemSystemsChem,1,333,334,high,same_issn_repository_source_suffix,2026-05-12
"Housing, Care and Support | The UWS Academic Portal (University of the West of Scotland)","Housing, Care and Support",1,545,546,high,same_issn_repository_source_suffix,2026-05-12
"RePEc: Research Papers in Economics | Library Union Catalog of Bavaria, Berlin and Brandenburg (B3Kat Repository) | International Economic Journal",International Economic Journal,1,1644,1645,high,same_issn_repository_source_suffix,2026-05-12
International higher education | Open Access Journals at BC (Boston College),International higher education,1,654,655,high,same_issn_repository_source_suffix,2026-05-12
LSU Digital Commons (Louisiana State University) | Journal of Comparative Psychology,Journal of Comparative Psychology,1,3169,3170,high,same_issn_repository_source_suffix,2026-05-12
Human Genetics and Genomics Advances | PubMed Central | PubMed | medRxiv (Cold Spring Harbor Laboratory),Human Genetics and Genomics Advances,1,400,401,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | Chest,Chest,1,78000,78001,high,same_issn_repository_source_suffix,2026-05-12
BORIS (University Library Bern) | PubMed | BJGP open,BJGP open,1,280,281,high,same_issn_repository_source_suffix,2026-05-12
SUNScholar (Stellenbosch University) | Africa journal of nursing and midwifery,Africa journal of nursing and midwifery,1,204,205,high,same_issn_repository_source_suffix,2026-05-12
Research Square (Research Square) | Applied Physics B,Applied Physics B,1,11083,11084,high,same_issn_repository_source_suffix,2026-05-12
University of Brighton Repository (University of Brighton) | Current Protein & Peptide Science | PubMed,Current Protein & Peptide Science,1,43,44,high,same_issn_repository_source_suffix,2026-05-12
"NeoBiota | DORA WSL (Swiss Federal Institute for Forest, Snow and Landscape Research) | Zenodo (CERN European Organization for Nuclear Research)",NeoBiota,1,741,742,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | Nature Methods | PubMed | Repositori digital de la UPF (Universitat Pompeu Fabra) | PubMed Central,Nature Methods,1,8057,8058,high,same_issn_repository_source_suffix,2026-05-12
Ulster University Research Portal (Ulster University) | Journal of clinical & cellular immunology,Journal of clinical & cellular immunology,1,385,386,high,same_issn_repository_source_suffix,2026-05-12
Radar (Oxford Brookes University) | Entrepreneurship and Regional Development,Entrepreneurship and Regional Development,1,592,593,high,same_issn_repository_source_suffix,2026-05-12
RePEc: Research Papers in Economics | Journal of Economic Theory | HAL (Le Centre pour la Communication Scientifique Directe) | arXiv (Cornell University),Journal of Economic Theory,1,5775,5776,high,same_issn_repository_source_suffix,2026-05-12
PubMed | EUR Research Repository (Erasmus University Rotterdam) | Nursing in Critical Care | PEARL (University of Plymouth),Nursing in Critical Care,1,2412,2413,high,same_issn_repository_source_suffix,2026-05-12
Chemical Engineering Journal | White Rose Research Online (University of Leeds),Chemical Engineering Journal,1,68099,68100,high,same_issn_repository_source_suffix,2026-05-12
Neuroimage: Reports | Duo Research Archive (University of Oslo),Neuroimage: Reports,1,225,226,high,same_issn_repository_source_suffix,2026-05-12
Zenodo (CERN European Organization for Nuclear Research) | Online Social Networks and Media,Online Social Networks and Media,1,221,222,high,same_issn_repository_source_suffix,2026-05-12
UPCommons (Polytechnic University of Catalonia) | Geotechnique,Geotechnique,1,88,89,high,same_issn_repository_source_suffix,2026-05-12
"Cancer Immunology, Immunotherapy | PubMed | Nottingham Trent University's Institutional Repository (Nottingham Trent Repository)","Cancer Immunology, Immunotherapy",1,6565,6566,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | Europe PMC (PubMed Central) | PubMed | Frontiers in Neurology,Frontiers in Neurology,1,19904,19905,high,same_issn_repository_source_suffix,2026-05-12
CiteSeer X (The Pennsylvania State University) | Griffith Research Online (Griffith University) | Australasian Journal of Environmental Management,Australasian Journal of Environmental Management,1,1168,1169,high,same_issn_repository_source_suffix,2026-05-12
Communications in Computational Physics | arXiv (Cornell University),Communications in Computational Physics,1,1887,1888,high,same_issn_repository_source_suffix,2026-05-12
"Sport, Education and Society | Research at York St John (York St John University)","Sport, Education and Society",1,1517,1518,high,same_issn_repository_source_suffix,2026-05-12
Mathematical Structures in Computer Science | arXiv (Cornell University),Mathematical Structures in Computer Science,1,1428,1429,high,same_issn_repository_source_suffix,2026-05-12
Pedobiologia | HAL (Le Centre pour la Communication Scientifique Directe),Pedobiologia,1,3482,3483,high,same_issn_repository_source_suffix,2026-05-12
Research Square (Research Square) | Mathematical Methods in the Applied Sciences,Mathematical Methods in the Applied Sciences,1,9544,9545,high,same_issn_repository_source_suffix,2026-05-12
DOAJ (DOAJ: Directory of Open Access Journals) | Biotechnology in Animal Husbandry | RIStocar (Institute of Animal Husbandry),Biotechnology in Animal Husbandry,1,1130,1131,high,same_issn_repository_source_suffix,2026-05-12
Pregnancy Hypertension | PubMed,Pregnancy Hypertension,1,2560,2561,high,same_issn_repository_source_suffix,2026-05-12
Population medicine | Carolina Digital Repository (University of North Carolina at Chapel Hill),Population medicine,1,65,66,high,same_issn_repository_source_suffix,2026-05-12
Journal of Geophysical Research: Solid Earth | arXiv (Cornell University),Journal of Geophysical Research: Solid Earth,1,7470,7471,high,same_issn_repository_source_suffix,2026-05-12
Journal of Economic Dynamics and Control | Cadmus - EUI Research Repository (European University Institute),Journal of Economic Dynamics and Control,1,4481,4482,high,same_issn_repository_source_suffix,2026-05-12
Bioline International (Bioline International) | Biokemistri,Biokemistri,1,84,85,high,same_issn_repository_source_suffix,2026-05-12
"Repositório do ISPA (Instituto Superior de Psicologia Aplicada) | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Psicologia: Reflexão e Crítica | Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT) | Redalyc (Universidad Autónoma del Estado de México)",Psicologia: Reflexão e Crítica,1,987,988,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Headache: The Journal of Head and Face Pain | Deep Blue (University of Michigan),Headache: The Journal of Head and Face Pain,1,4773,4774,high,same_issn_repository_source_suffix,2026-05-12
"White Rose Research Online (University of Leeds, The University of Sheffield, University of York) | Information",Information,1,5005,5006,high,same_issn_repository_source_suffix,2026-05-12
Advanced techniques in biology & medicine | INDIGO (University of Illinois at Chicago),Advanced techniques in biology & medicine,1,85,86,high,same_issn_repository_source_suffix,2026-05-12
Forestry: An International Journal of Forest Research | Edinburgh Napier Research Repository (Edinburgh Napier University),Forestry: An International Journal of Forest Research,1,1376,1377,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Experimental Aging Research,Experimental Aging Research,1,1708,1709,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | bioRxiv (Cold Spring Harbor Laboratory) | Molecular Biology of the Cell | PubMed,Molecular Biology of the Cell,1,10911,10912,high,same_issn_repository_source_suffix,2026-05-12
RePEc: Research Papers in Economics | OECD social employment and migration working papers | Econstor (Econstor),OECD social employment and migration working papers,1,284,285,high,same_issn_repository_source_suffix,2026-05-12
Proceedings - Academy of Management | DigitalCommons - Kennesaw State University (Kennesaw State University),Proceedings - Academy of Management,1,197,198,high,same_issn_repository_source_suffix,2026-05-12
Mathematika | arXiv (Cornell University),Mathematika,1,2782,2783,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | International Journal of Drug Discovery and Pharmacology | PubMed,International Journal of Drug Discovery and Pharmacology,1,80,81,high,same_issn_repository_source_suffix,2026-05-12
Caminhos da Educação | HAL (Le Centre pour la Communication Scientifique Directe),Caminhos da Educação,1,33,34,high,same_issn_repository_source_suffix,2026-05-12
Refubium (Universitätsbibliothek der Freien Universität Berlin) | Journal of Geophysical Research: Planets,Journal of Geophysical Research: Planets,1,2556,2557,high,same_issn_repository_source_suffix,2026-05-12
Europe PMC (PubMed Central) | Oxford University Research Archive (ORA) (University of Oxford) | Emerging Infectious Diseases | DOAJ (DOAJ: Directory of Open Access Journals) | PubMed | PubMed Central | LSHTM Research Online (London School of Hygiene and Tropical Medicine),Emerging Infectious Diseases,1,8881,8882,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | PubMed | Environmental Science & Technology | Open Acess LMU (Ludwig-Maximilians-Universität München),Environmental Science & Technology,1,48213,48214,high,same_issn_repository_source_suffix,2026-05-12
OPAL (Open@LaTrobe) (La Trobe University) | Industrial & Engineering Chemistry Research,Industrial & Engineering Chemistry Research,1,38627,38628,high,same_issn_repository_source_suffix,2026-05-12
Energy Reports | Corvinus Research Archive (Corvinus University of Budapest),Energy Reports,1,8993,8994,high,same_issn_repository_source_suffix,2026-05-12
Ubaya Repository (University of Surabaya) | Media Kesehatan Masyarakat Indonesia (Makassar),Media Kesehatan Masyarakat Indonesia (Makassar),1,482,483,high,same_issn_repository_source_suffix,2026-05-12
Mind & Language | arXiv (Cornell University),Mind & Language,1,575,576,high,same_issn_repository_source_suffix,2026-05-12
PubMed | bioRxiv (Cold Spring Harbor Laboratory) | Journal of the American Chemical Society | HAL (Le Centre pour la Communication Scientifique Directe),Journal of the American Chemical Society,1,211455,211456,high,same_issn_repository_source_suffix,2026-05-12
Genetics in Medicine | bioRxiv (Cold Spring Harbor Laboratory) | PubMed,Genetics in Medicine,1,6161,6162,high,same_issn_repository_source_suffix,2026-05-12
Advances in Mental Health | Griffith Research Online (Griffith University),Advances in Mental Health,1,409,410,high,same_issn_repository_source_suffix,2026-05-12
Plastic and Reconstructive Surgery | PubMed | HAL (Le Centre pour la Communication Scientifique Directe),Plastic and Reconstructive Surgery,1,72642,72643,high,same_issn_repository_source_suffix,2026-05-12
"PubMed Central | Chaos, Solitons & Fractals","Chaos, Solitons & Fractals",1,778,779,high,same_issn_repository_source_suffix,2026-05-12
